"IDCREDITO","Duracao","HistoricoCredito","Proposito","Valor","Investimentos","Emprego","TempoParcelamento","EstadoCivil","FiadorTerceiros","ResidenciaDesde","Idade","OutrosFinanciamentos","Habitacao","EmprestimoExistente","Profissao","Dependentes","SocioEmpresa","Status","proposta","financiamentos","profissao","emprego","histcredito","fiador","residencia","estadocivil","investimentos"
580,24,2,10,937,2,1,4,3,3,3,27,3,1,2,3,1,0,1,"qualificacao","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
581,18,1,4,1056,2,2,3,4,4,3,30,1,1,2,4,1,0,0,"veiculo novo","banco","qualificado",">=7","Critico-outros creditos","sim","proria","Viuvo","<100\\n"
582,12,1,4,3124,2,1,1,4,3,3,49,1,1,2,3,2,0,1,"veiculo novo","banco","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
583,9,2,3,1388,2,3,4,1,3,2,26,3,3,1,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
584,36,2,8,2384,2,1,4,4,3,1,33,3,3,1,3,1,0,0,"reforma casa","nenhum","nao qualificado","<1","existentes/pagos","nao","alugada","Viuvo","<100\\n"
585,12,2,4,2133,1,2,4,1,3,4,52,3,2,1,1,1,1,1,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","de graca","Solteiro","Desconhecido\\n"
586,18,2,3,2039,2,3,1,1,3,4,20,1,3,1,4,1,0,0,"moveis","banco","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
587,9,1,4,2799,2,3,2,4,3,2,36,3,3,2,4,2,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","alugada","Viuvo","<100\\n"
589,18,2,7,1217,2,3,4,3,3,3,47,3,1,1,3,1,1,0,"quitar divida","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","<100\\n"
590,12,1,3,2246,2,2,3,4,3,3,60,3,1,2,4,1,0,0,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
591,12,1,1,385,2,4,4,1,3,3,58,3,1,4,3,1,1,1,"reforma","nenhum","nao qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
592,24,3,4,1965,1,3,4,1,3,4,42,3,3,2,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","alugada","Solteiro","Desconhecido\\n"
593,21,2,6,1572,4,2,4,1,3,4,36,1,1,1,3,1,0,1,"abrir negocio","banco","nao qualificado",">=7","existentes/pagos","nao","proria","Solteiro",">=1000"
594,24,2,4,2718,2,3,3,1,3,4,20,3,3,1,3,1,1,0,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
595,24,5,9,1358,1,2,4,4,3,3,40,2,1,1,1,1,1,0,"outros","loja","altamente qualificado/empresario",">=7","todos pagos","nao","proria","Viuvo","Desconhecido\\n"
596,6,5,4,931,5,1,1,1,3,1,32,2,1,1,3,1,0,0,"veiculo novo","loja","nao qualificado","<1","todos pagos","nao","proria","Solteiro","100<=X<500"
597,24,2,4,1442,2,4,4,1,3,4,23,3,3,2,4,1,0,0,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","alugada","Solteiro","<100\\n"
598,24,4,6,4241,2,3,1,4,3,4,36,3,1,3,3,1,1,0,"abrir negocio","nenhum","nao qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
599,18,1,4,2775,2,4,2,4,3,2,31,1,1,2,4,1,0,0,"veiculo novo","banco","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
600,24,3,6,3863,2,3,1,4,3,2,32,3,2,1,4,1,0,1,"abrir negocio","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","de graca","Viuvo","<100\\n"
601,7,2,1,2329,2,1,1,1,4,1,45,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","sim","proria","Solteiro","<100\\n"
602,9,2,3,918,2,3,4,1,3,1,30,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
603,24,5,2,1837,2,4,4,1,3,4,34,1,2,1,3,1,0,0,"educacao","banco","nao qualificado","4<=X<7","todos pagos","nao","de graca","Solteiro","<100\\n"
604,36,2,3,3349,2,3,4,1,3,2,28,3,1,1,1,1,1,0,"moveis","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
89,18,2,4,2249,5,4,4,4,3,3,30,3,1,1,1,2,1,1,"veiculo novo","nenhum","altamente qualificado/empresario","4<=X<7","existentes/pagos","nao","proria","Viuvo","100<=X<500"
605,10,2,3,1275,2,1,4,1,3,2,23,3,1,1,4,1,0,1,"moveis","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
607,24,1,6,4526,2,3,3,4,3,2,74,3,1,1,1,1,1,1,"abrir negocio","nenhum","altamente qualificado/empresario","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
608,36,2,1,2671,5,3,4,1,2,4,50,3,2,1,4,1,0,0,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","co requerente","de graca","Solteiro","100<=X<500"
609,18,2,1,2051,2,1,4,4,3,1,33,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Viuvo","<100\\n"
610,15,2,5,1300,1,2,4,4,3,4,45,1,2,1,4,2,0,1,"veiculo usado","banco","qualificado",">=7","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
611,12,2,7,741,5,5,4,1,3,3,22,3,1,1,4,1,0,0,"quitar divida","nenhum","qualificado","Desempregado","existentes/pagos","nao","proria","Solteiro","100<=X<500"
612,10,2,4,1240,5,2,1,1,3,4,48,3,2,1,3,2,0,0,"veiculo novo","nenhum","nao qualificado",">=7","existentes/pagos","nao","de graca","Solteiro","100<=X<500"
613,21,2,1,3357,4,1,4,1,3,2,29,1,1,1,4,1,0,1,"reforma","banco","qualificado","<1","existentes/pagos","nao","proria","Solteiro",">=1000"
614,24,5,5,3632,2,3,1,1,4,4,22,1,3,1,4,1,0,1,"veiculo usado","banco","qualificado","1<=X<4","todos pagos","sim","alugada","Solteiro","<100\\n"
615,18,3,3,1808,2,4,4,1,3,1,22,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Solteiro","<100\\n"
616,48,4,6,12204,1,3,2,4,3,2,48,1,1,1,1,1,1,1,"abrir negocio","banco","altamente qualificado/empresario","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","Desconhecido\\n"
617,60,3,1,9157,1,3,2,4,3,2,27,3,2,1,1,1,0,1,"reforma","nenhum","altamente qualificado/empresario","1<=X<4","Atrasos anteriores","nao","de graca","Viuvo","Desconhecido\\n"
618,6,1,4,3676,2,3,1,4,3,3,37,3,3,3,4,2,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","alugada","Viuvo","<100\\n"
619,30,2,3,3441,5,3,2,1,2,4,21,3,3,1,4,1,0,0,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","co requerente","alugada","Solteiro","100<=X<500"
620,12,2,4,640,2,3,4,2,3,2,49,3,1,1,3,1,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Casado","<100\\n"
621,21,1,6,3652,2,4,2,4,3,3,27,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
622,18,1,4,1530,2,3,3,4,3,2,32,1,1,2,4,1,0,0,"veiculo novo","banco","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
623,48,2,6,3914,1,3,4,2,3,2,38,1,1,1,4,1,0,0,"abrir negocio","banco","qualificado","1<=X<4","existentes/pagos","nao","proria","Casado","Desconhecido\\n"
624,12,2,3,1858,2,1,4,1,3,1,22,3,3,1,4,1,0,1,"moveis","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
625,18,2,1,2600,2,3,4,4,3,4,65,3,2,2,4,1,0,0,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","<100\\n"
626,15,2,1,1979,1,2,4,4,3,2,35,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
627,6,2,3,2116,2,3,2,4,3,2,41,3,1,1,4,1,1,1,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
67,12,2,1,2171,2,1,2,1,3,2,29,1,1,1,4,1,0,1,"reforma","banco","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
628,9,5,4,1437,5,4,2,4,3,3,29,3,1,1,4,1,0,0,"veiculo novo","nenhum","qualificado","4<=X<7","todos pagos","nao","proria","Viuvo","100<=X<500"
629,42,1,3,4042,3,3,4,4,3,4,36,3,1,2,4,1,1,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","500<=X<1000"
630,9,2,2,3832,1,2,1,4,3,4,64,3,1,1,3,1,0,1,"educacao","nenhum","nao qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
631,24,2,1,3660,2,3,2,1,3,4,28,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
632,18,5,3,1553,2,3,4,4,3,3,44,1,1,1,4,1,0,0,"moveis","banco","qualificado","1<=X<4","todos pagos","nao","proria","Viuvo","<100\\n"
633,15,2,1,1444,1,1,4,4,3,1,23,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
634,9,2,3,1980,2,1,2,1,2,2,19,3,3,2,4,1,0,0,"moveis","nenhum","qualificado","<1","existentes/pagos","co requerente","alugada","Solteiro","<100\\n"
635,24,2,4,1355,2,1,3,1,3,4,25,3,1,1,3,1,1,0,"veiculo novo","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
636,12,2,2,1393,2,2,4,4,3,4,47,1,1,3,4,2,1,1,"educacao","banco","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
637,24,2,1,1376,3,4,4,1,3,1,28,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Solteiro","500<=X<1000"
638,60,3,1,15653,2,4,2,4,3,4,21,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
639,12,2,1,1493,2,1,4,1,3,3,34,3,1,1,4,2,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
640,42,3,1,4370,2,4,3,4,3,2,26,1,1,2,4,2,1,0,"reforma","banco","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
641,18,2,2,750,2,5,4,1,3,1,27,3,1,1,2,1,0,0,"educacao","nenhum","desempregado","Desempregado","existentes/pagos","nao","proria","Solteiro","<100\\n"
642,15,2,8,1308,2,2,4,4,3,4,38,3,1,2,3,1,0,1,"reforma casa","nenhum","nao qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
90,12,4,8,1108,2,4,4,4,3,3,28,3,1,2,4,1,0,0,"reforma casa","nenhum","qualificado","4<=X<7","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
69,36,2,2,1819,2,3,4,4,3,4,37,2,2,1,999,1,1,0,"educacao","loja",NULL,"1<=X<4","existentes/pagos","nao","de graca","Viuvo","<100\\n"
91,12,1,1,618,2,2,4,4,3,4,56,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
92,12,1,5,1409,2,2,4,4,3,3,54,3,1,1,4,1,0,1,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
93,12,1,1,797,1,2,4,1,3,3,33,1,1,1,3,2,0,0,"reforma","banco","nao qualificado",">=7","Critico-outros creditos","nao","proria","Solteiro","Desconhecido\\n"
94,24,1,3,3617,1,2,4,4,2,4,20,3,3,2,4,1,0,1,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","co requerente","alugada","Viuvo","Desconhecido\\n"
96,54,4,6,15945,2,1,3,4,3,4,58,3,3,1,4,1,1,0,"abrir negocio","nenhum","qualificado","<1","sem creditos/todos pagos","nao","alugada","Viuvo","<100\\n"
97,12,1,2,2012,1,4,4,1,3,2,61,3,1,1,4,1,0,1,"educacao","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro","Desconhecido\\n"
98,18,2,6,2622,5,3,4,4,3,4,34,3,1,1,4,1,0,1,"abrir negocio","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","100<=X<500"
99,36,1,1,2337,2,2,4,4,3,4,36,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
100,20,3,5,7057,1,4,3,4,3,4,36,1,3,2,1,2,1,1,"veiculo usado","banco","altamente qualificado/empresario","4<=X<7","Atrasos anteriores","nao","alugada","Viuvo","Desconhecido\\n"
101,24,2,4,1469,5,2,4,3,3,4,41,3,3,1,3,1,0,1,"veiculo novo","nenhum","nao qualificado",">=7","existentes/pagos","nao","alugada","Divorciado","100<=X<500"
102,36,2,1,2323,2,4,4,4,3,4,24,3,3,1,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","nao","alugada","Viuvo","<100\\n"
103,6,3,1,932,2,3,3,1,3,2,24,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Solteiro","<100\\n"
104,9,1,3,1919,2,4,4,4,3,3,35,3,3,1,4,1,1,1,"moveis","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","alugada","Viuvo","<100\\n"
105,12,2,5,2445,1,1,2,3,3,4,26,3,3,1,4,1,1,1,"veiculo usado","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Divorciado","Desconhecido\\n"
106,24,1,9,11938,2,3,2,4,1,3,39,3,1,2,1,2,1,0,"outros","nenhum","altamente qualificado/empresario","1<=X<4","Critico-outros creditos","co aplicante","proria","Viuvo","<100\\n"
203,27,3,6,5117,2,4,3,4,3,4,26,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
245,12,5,10,3447,3,3,4,1,3,3,35,3,1,1,3,2,0,1,"qualificacao","nenhum","nao qualificado","1<=X<4","todos pagos","nao","proria","Solteiro","500<=X<1000"
288,48,3,9,7582,5,5,2,4,3,4,31,3,2,1,1,1,1,1,"outros","nenhum","altamente qualificado/empresario","Desempregado","Atrasos anteriores","nao","de graca","Viuvo","100<=X<500"
375,60,5,9,14782,5,2,3,1,3,4,60,1,2,2,1,1,1,0,"outros","banco","altamente qualificado/empresario",">=7","todos pagos","nao","de graca","Solteiro","100<=X<500"
458,12,2,5,3386,2,2,3,4,3,4,35,3,2,1,4,1,1,0,"veiculo usado","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Viuvo","<100\\n"
588,12,2,3,1289,2,3,4,4,4,1,21,3,1,1,3,1,0,1,"moveis","nenhum","nao qualificado","1<=X<4","existentes/pagos","sim","proria","Viuvo","<100\\n"
643,15,2,2,4623,5,3,3,4,3,2,40,3,1,1,1,1,1,0,"educacao","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","proria","Viuvo","100<=X<500"
644,24,1,1,1851,2,4,4,3,4,2,33,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","sim","proria","Divorciado","<100\\n"
645,18,1,1,1880,2,4,4,3,3,1,32,3,1,2,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","4<=X<7","Critico-outros creditos","nao","proria","Divorciado","<100\\n"
646,36,3,6,7980,1,1,4,4,3,4,27,3,3,2,4,1,1,0,"abrir negocio","nenhum","qualificado","<1","Atrasos anteriores","nao","alugada","Viuvo","Desconhecido\\n"
647,30,4,3,4583,2,3,2,2,4,2,32,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","sem creditos/todos pagos","sim","proria","Casado","<100\\n"
648,12,2,4,1386,3,3,2,1,3,2,26,3,1,1,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","500<=X<1000"
649,24,2,4,947,2,4,4,4,3,3,38,1,2,1,4,2,0,0,"veiculo novo","banco","qualificado","4<=X<7","existentes/pagos","nao","de graca","Viuvo","<100\\n"
651,48,2,2,7476,2,4,4,4,3,1,50,3,2,1,1,1,1,1,"educacao","nenhum","altamente qualificado/empresario","4<=X<7","existentes/pagos","nao","de graca","Viuvo","<100\\n"
652,12,2,3,1922,2,3,4,4,3,2,37,3,1,1,3,1,0,0,"moveis","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
653,24,2,4,2303,2,2,4,4,2,1,45,3,1,1,4,1,0,0,"veiculo novo","nenhum","qualificado",">=7","existentes/pagos","co requerente","proria","Viuvo","<100\\n"
654,36,3,4,8086,5,2,2,4,3,4,42,3,1,4,1,1,1,0,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","Atrasos anteriores","nao","proria","Viuvo","100<=X<500"
655,24,1,5,2346,2,4,4,4,3,3,35,3,1,2,4,1,1,1,"veiculo usado","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
656,14,2,4,3973,2,5,1,4,3,4,22,3,2,1,4,1,0,1,"veiculo novo","nenhum","qualificado","Desempregado","existentes/pagos","nao","de graca","Viuvo","<100\\n"
657,12,2,4,888,2,2,4,4,3,4,41,1,1,1,3,2,0,0,"veiculo novo","banco","nao qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
658,48,2,1,10222,1,4,4,4,3,3,37,2,1,1,4,1,1,1,"reforma","loja","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
659,30,4,6,4221,2,3,2,1,3,1,28,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Solteiro","<100\\n"
660,18,1,3,6361,2,2,2,4,3,1,41,3,1,1,4,1,1,1,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
661,12,2,1,1297,2,3,3,3,3,4,23,3,3,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Divorciado","<100\\n"
662,12,2,4,900,1,3,4,3,3,2,23,3,1,1,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","Desconhecido\\n"
663,21,2,3,2241,2,2,4,4,3,2,50,3,1,2,4,1,0,1,"moveis","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
664,6,3,3,1050,2,5,4,4,3,1,35,2,1,2,1,1,1,1,"moveis","loja","altamente qualificado/empresario","Desempregado","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
665,6,1,2,1047,2,3,2,1,3,4,50,3,1,1,3,1,0,1,"educacao","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
666,24,1,9,6314,2,5,4,4,2,2,27,1,1,2,1,1,1,1,"outros","banco","altamente qualificado/empresario","Desempregado","Critico-outros creditos","co requerente","proria","Viuvo","<100\\n"
667,30,5,3,3496,4,3,4,4,3,2,34,2,1,1,4,2,1,1,"moveis","loja","qualificado","1<=X<4","todos pagos","nao","proria","Viuvo",">=1000"
668,48,5,6,3609,2,3,1,1,3,1,27,2,1,1,4,1,0,1,"abrir negocio","loja","qualificado","1<=X<4","todos pagos","nao","proria","Solteiro","<100\\n"
669,12,1,4,4843,2,2,3,4,2,4,43,3,3,2,4,1,1,0,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","co requerente","alugada","Viuvo","<100\\n"
670,30,1,1,3017,2,2,4,4,3,4,47,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
68,12,2,4,1007,4,3,4,3,3,1,22,3,1,1,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado",">=1000"
70,36,2,1,2394,1,3,4,1,3,4,25,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
35,12,2,3,1474,2,1,4,1,3,NULL,33,1,1,1,1,1,1,1,"moveis","banco","altamente qualificado/empresario","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
71,36,2,5,8133,2,3,1,1,3,2,30,1,1,1,4,1,0,1,"veiculo usado","banco","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
72,7,1,1,730,1,2,4,4,3,2,46,3,3,2,3,1,1,1,"reforma","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","alugada","Viuvo","Desconhecido\\n"
73,8,1,9,1164,2,2,3,4,3,4,51,1,2,2,1,2,1,1,"outros","banco","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
74,42,1,6,5954,2,4,2,1,3,1,41,1,1,2,3,1,0,1,"abrir negocio","banco","nao qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
76,12,1,5,1526,2,2,4,4,3,4,66,3,2,2,1,1,0,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
79,54,4,5,9436,1,3,2,4,3,2,39,3,1,1,3,2,0,1,"veiculo usado","nenhum","nao qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","Desconhecido\\n"
80,30,2,3,3832,2,1,2,3,3,1,22,3,1,1,4,1,0,1,"moveis","nenhum","qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
81,24,2,1,5943,1,1,1,1,3,1,44,3,1,2,4,1,1,0,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
82,15,2,1,1213,3,2,4,4,3,3,47,2,1,1,4,1,1,1,"reforma","loja","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
83,18,2,6,1568,5,3,3,1,3,4,24,3,3,1,3,1,0,1,"abrir negocio","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","100<=X<500"
84,24,2,9,1755,2,2,4,1,4,4,58,3,1,1,3,1,1,1,"outros","nenhum","nao qualificado",">=7","existentes/pagos","sim","proria","Solteiro","<100\\n"
85,10,2,1,2315,2,2,3,4,3,4,52,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
87,18,1,3,1295,2,1,4,1,3,1,27,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","<1","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
8,36,2,5,6948,2,3,2,4,3,2,35,3,NULL,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao",NULL,"Viuvo","<100\\n"
12,48,2,6,4308,2,1,3,1,3,4,24,3,NULL,1,4,1,0,0,"abrir negocio","nenhum","qualificado","<1","existentes/pagos","nao",NULL,"Solteiro","<100\\n"
188,16,1,4,1175,2,5,2,4,3,3,68,3,2,3,2,1,1,1,"veiculo novo","nenhum","desempregado","Desempregado","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
240,30,2,1,2522,2,2,1,4,4,3,39,3,1,1,4,2,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","sim","proria","Viuvo","<100\\n"
282,12,2,3,1574,2,3,4,4,3,2,50,3,1,1,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
374,60,1,4,13756,1,2,2,4,3,4,63,1,2,1,1,1,1,1,"veiculo novo","banco","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","de graca","Viuvo","Desconhecido\\n"
468,48,3,1,7238,1,2,3,4,3,3,32,1,1,2,4,2,0,1,"reforma","banco","qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","Desconhecido\\n"
606,24,5,3,2828,3,3,4,4,3,4,22,2,1,1,4,1,1,1,"moveis","loja","qualificado","1<=X<4","todos pagos","nao","proria","Viuvo","500<=X<1000"
671,24,1,6,4139,5,3,3,4,3,3,27,3,1,2,3,1,1,1,"abrir negocio","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","100<=X<500"
677,24,1,3,5150,2,2,4,4,3,4,33,3,1,1,4,1,1,1,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
678,72,2,1,5595,5,3,2,3,3,2,24,3,1,1,4,1,0,0,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","100<=X<500"
679,24,2,1,2384,2,2,4,4,3,4,64,1,3,1,3,1,0,1,"reforma","banco","nao qualificado",">=7","existentes/pagos","nao","alugada","Viuvo","<100\\n"
680,18,2,1,1453,2,1,3,1,3,1,26,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
681,6,2,2,1538,2,1,1,1,3,2,56,3,1,1,4,1,0,1,"educacao","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
682,12,2,1,2279,1,3,4,4,3,4,37,3,2,1,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
683,15,3,1,1478,2,3,4,3,3,3,33,1,1,2,4,1,0,1,"reforma","banco","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Divorciado","<100\\n"
684,24,1,1,5103,2,1,3,3,3,3,47,3,2,3,4,1,1,1,"reforma","nenhum","qualificado","<1","Critico-outros creditos","nao","de graca","Divorciado","<100\\n"
685,36,3,6,9857,5,4,1,4,3,3,31,3,1,2,3,2,1,1,"abrir negocio","nenhum","nao qualificado","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","100<=X<500"
686,60,2,4,6527,1,3,4,4,3,4,34,3,2,1,4,2,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
687,10,1,1,1347,1,4,4,4,3,2,27,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
48,6,2,5,1352,3,5,1,1,3,2,23,3,3,1,2,1,1,1,"veiculo usado","nenhum","desempregado","Desempregado","existentes/pagos","nao","alugada","Solteiro","500<=X<1000"
49,11,1,4,7228,2,3,1,4,3,4,39,3,1,2,3,1,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
50,12,2,1,2073,5,3,4,1,2,2,28,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","co requerente","proria","Solteiro","100<=X<500"
